url,property_id,property_type,locality_name,postal_code,build_year,state,living_area,furnished,number_rooms,equipped_kitchen,terrace,facades,garden,garden_area,swimming_pool,price
https://immovlan.be/en/detail/residence/for-sale/4300/waremme/vbd43768,vbd43768,Residence,Waremme,4300,None,New,164,0,3,None,0,None,1,218,0,325 007 €
https://immovlan.be/en/detail/residence/for-sale/5003/saint-marc/vbd33141,vbd33141,Residence,Saint-Marc,5003,1963,Normal,130,0,3,None,1,4,1,1000,0,Make offer from 380 000 €
https://immovlan.be/en/detail/residence/for-sale/3900/pelt/rbu61951,rbu61951,Residence,Pelt,3900,None,New,None,None,3,None,None,2,1,None,0,332 500 €
https://immovlan.be/en/detail/residence/for-sale/4300/waremme/vbd43769,vbd43769,Residence,Waremme,4300,None,New,163,0,3,None,0,None,1,128,0,300 889 €
https://immovlan.be/en/detail/residence/for-sale/3900/pelt/rbu61952,rbu61952,Residence,Pelt,3900,None,New,None,None,3,None,None,2,1,None,0,332 500 €
https://immovlan.be/en/detail/residence/for-sale/5020/champion/vbd26270,vbd26270,Residence,Champion,5020,2026,New,175,0,4,None,1,3,1,647,0,399 000 €
https://immovlan.be/en/detail/residence/for-sale/3900/pelt/rbu61953,rbu61953,Residence,Pelt,3900,None,New,None,None,3,None,None,2,1,None,0,332 500 €
https://immovlan.be/en/detail/residence/for-sale/4300/waremme/vbd43770,vbd43770,Residence,Waremme,4300,None,New,163,0,3,None,0,None,1,216,0,323 972 €
https://immovlan.be/en/detail/residence/for-sale/5020/champion/vbd43986,vbd43986,Residence,Champion,5020,2026,Under construction,179,0,3,None,1,3,1,706,0,385 000 €
https://immovlan.be/en/detail/residence/for-sale/3900/pelt/rbu61954,rbu61954,Residence,Pelt,3900,None,New,None,None,3,None,None,3,1,None,0,355 000 €
https://immovlan.be/en/detail/residence/for-sale/4300/waremme/vbd44542,vbd44542,Residence,Waremme,4300,None,Normal,147,None,3,None,1,2,1,200,0,295 000 €
https://immovlan.be/en/detail/residence/for-sale/5020/flawinne/vbc92625,vbc92625,Residence,Flawinne,5020,1967,To renovate,150,0,3,1,1,4,1,None,0,Make offer from 329 000 €
https://immovlan.be/en/detail/residence/for-sale/3900/pelt/rbu61955,rbu61955,Residence,Pelt,3900,None,New,None,None,3,None,0,3,1,None,0,345 000 €
https://immovlan.be/en/detail/residence/for-sale/4300/waremme/vbd47956,vbd47956,Residence,Waremme,4300,None,Normal,113,None,2,1,1,2,1,200,0,Make offer from 180 000 €
https://immovlan.be/en/detail/residence/for-sale/5020/flawinne/vbd25358,vbd25358,Residence,Flawinne,5020,None,Normal,273,None,3,None,1,3,1,None,0,Make offer from 295 000 €
